Credit Memo Number,Customer ID,Ship To ID,Order Number,Customer PO Number,Credit Memo Date,Ship Date,Due Date,Reason Code
981038,101027,210036,3579009,2029294,10/12/2014,11/4/2014,11/11/2014,701010
493519,101082,220451,3584001,2032130,2/16/2014,1/25/2014,3/17/2014,701009
490524,101004,220289,3595003,2038373,4/2/2013,2/15/2013,5/6/2013,701005
193516,101121,210148,3614006,2049150,8/7/2014,9/11/2014,9/1/2014,701011
1183539,101177,210230,3620003,2052543,8/7/2013,9/3/2013,9/2/2013,701010
1179028,101073,230753,3629008,2057648,9/14/2014,10/6/2014,10/14/2014,701010
1416018,101004,220301,3630007,2058223,1/23/2014,3/19/2014,2/24/2014,701010
862502,101038,220387,3645002,2066716,4/2/2014,4/24/2014,5/3/2014,701010
697532,101086,220481,3646008,2067286,9/17/2014,10/5/2014,10/17/2014,701010
318028,101073,230732,3651008,2070127,9/16/2014,10/17/2014,10/19/2014,701002
1402526,101090,230850,3655007,2072398,9/14/2014,8/27/2014,10/13/2014,701010
861022,101035,220359,3658003,2074087,5/4/2014,5/30/2014,6/4/2014,701010
102016,101069,230666,3663004,2076928,11/17/2014,12/21/2014,12/21/2014,701006
636020,101199,210262,3668003,2079763,2/3/2013,1/15/2013,3/6/2013,701010
1423501,101031,230565,3669009,2080335,3/31/2014,3/30/2014,4/28/2014,701010
715535,101086,220481,3678001,2085430,2/23/2014,3/30/2014,3/24/2014,701010
1069529,101073,230727,3701007,2098477,5/31/2013,5/11/2013,6/25/2013,701010
1236028,101030,220325,3705010,2100741,2/27/2014,4/13/2014,4/1/2014,701010
1081532,101190,210248,3719010,2108675,7/10/2014,6/22/2014,8/5/2014,701010
825022,101090,230837,3721007,2109808,12/9/2013,1/19/2014,1/10/2014,701010
813037,101082,220461,3731010,2115485,7/26/2014,7/7/2014,8/24/2014,701010
537034,101090,230833,3733004,2116614,9/11/2013,7/18/2013,10/9/2013,701009
1458027,101031,230552,3737004,2118889,4/10/2014,5/23/2014,5/13/2014,701010
1215033,101034,230621,3764006,2134189,11/25/2013,11/6/2013,12/24/2013,701010
1002026,101029,210040,3782007,2144396,3/31/2013,3/10/2013,4/27/2013,701010
1428029,101126,210157,3792001,2150077,1/12/2014,1/7/2014,2/13/2014,701010
403525,101098,220521,3799009,2154046,8/27/2014,9/12/2014,9/28/2014,701002
511519,101143,210183,3812003,2161414,4/20/2013,5/8/2013,5/17/2013,701002
576019,101065,220420,3852003,2184093,1/26/2013,3/19/2013,2/26/2013,701004
610504,101002,220270,3883003,2201671,12/21/2014,11/14/2014,12/31/2014,701009
376513,101010,210013,3885004,2202796,11/26/2013,1/15/2014,12/21/2013,701001
271525,101051,210062,3902006,2212443,4/1/2013,3/26/2013,4/28/2013,701005
943531,101034,230608,3908007,2215844,7/4/2014,7/16/2014,8/3/2014,701010
133538,101090,230840,3934003,2230584,2/20/2014,3/21/2014,3/19/2014,701009
844516,101016,210023,3938004,2232856,11/9/2013,9/11/2013,12/7/2013,701010
913524,101199,210262,3953002,2241364,5/1/2014,6/29/2014,6/4/2014,701010
858040,101090,230853,3984005,2258935,11/2/2013,9/15/2013,11/28/2013,701010
91518,101090,230821,3995006,2265171,5/27/2014,4/11/2014,6/23/2014,701010
202539,101085,230779,4003002,2269704,5/10/2013,4/3/2013,6/10/2013,701007
978040,101069,230689,4014008,2275948,4/6/2013,4/29/2013,5/6/2013,701010
1008015,101053,210065,4022003,2280487,6/11/2014,4/18/2014,7/10/2014,701010
54036,101152,210195,4032008,2286145,3/6/2013,3/5/2013,4/9/2013,701005
211503,101089,210107,4035003,2287846,9/3/2013,9/11/2013,10/7/2013,701009
1018526,101090,230839,4046003,2294095,5/3/2014,3/14/2014,6/4/2014,701010
835520,101176,210229,4051001,2296919,2/4/2014,1/18/2014,3/7/2014,701010
279004,101009,210011,4069003,2307127,5/3/2013,6/16/2013,6/2/2013,701011
730510,101069,230660,4087003,2317332,12/16/2012,1/28/2013,1/12/2013,701010
912019,101031,230542,4088007,2317900,8/24/2014,8/21/2014,9/25/2014,701010
87006,101199,210261,4101003,2325274,7/3/2014,8/15/2014,7/28/2014,701002
1275020,101069,230658,4103007,2326407,11/9/2014,9/12/2014,12/11/2014,701010
255040,101073,230745,4109007,2329804,5/18/2013,4/14/2013,6/13/2013,701005
426015,101022,210032,4124006,2338316,5/21/2013,5/22/2013,6/23/2013,701004
1011007,101080,210098,4133009,2343415,11/21/2014,10/22/2014,12/18/2014,701010
1410005,101166,210215,4157007,2357022,5/12/2013,6/12/2013,6/10/2013,701010
1264523,101186,210243,4161003,2359293,6/19/2014,5/8/2014,7/23/2014,701010
1188003,101092,210110,4170005,2364403,12/18/2014,12/9/2014,12/31/2014,701010
57013,101002,220271,4179006,2369496,7/23/2014,6/25/2014,8/23/2014,701005
1074031,101034,230644,4201005,2381977,8/24/2013,10/9/2013,9/26/2013,701010
927001,101037,210044,4204002,2383675,12/12/2013,2/8/2014,1/13/2014,701010
1368010,101014,210020,4218006,2391616,5/5/2013,5/5/2013,6/2/2013,701010
336010,101090,230818,4219009,2392178,11/7/2014,10/2/2014,12/3/2014,701010
310508,101031,230591,4224004,2395017,12/26/2013,1/14/2014,1/22/2014,701008
823520,101069,230683,4243010,2405792,8/15/2014,9/18/2014,9/13/2014,701010
1419004,101069,230665,4260003,2415431,4/28/2014,3/7/2014,5/23/2014,701010
247523,101004,220286,4264010,2417693,5/5/2013,5/21/2013,5/30/2013,701009
762031,101065,220415,4267006,2419390,4/9/2014,5/3/2014,5/5/2014,701010
468021,101085,230806,4268005,2419967,4/25/2014,3/1/2014,5/20/2014,701005
708002,101069,230679,4269009,2420528,7/5/2014,6/21/2014,8/8/2014,701010
781535,101199,210261,4270001,2421091,4/27/2014,5/23/2014,5/24/2014,701010
1473011,101100,210118,4299002,2437540,1/8/2014,3/1/2014,2/7/2014,701010
588017,101031,230587,4306001,2441504,11/25/2013,9/29/2013,12/29/2013,701011
1333524,101034,230644,4309007,2443206,6/30/2013,8/27/2013,7/26/2013,701010
1065006,101098,220526,4321002,2450009,11/30/2014,10/23/2014,12/31/2014,701010
441030,101031,230572,4326006,2452852,12/30/2013,1/8/2014,1/30/2014,701006
1092002,101090,230848,4335002,2457955,1/5/2014,11/24/2013,2/2/2014,701010
754512,101086,220465,4348005,2465326,2/21/2013,4/6/2013,3/20/2013,701010
1308037,101151,210193,4356010,2469853,8/11/2014,7/12/2014,9/13/2014,701010
1206021,101069,230669,4361005,2472698,10/13/2014,10/29/2014,11/11/2014,701010
70540,101069,230657,4368008,2476665,8/25/2013,8/23/2013,9/25/2013,701006
346511,101082,220449,4383007,2485168,12/28/2013,11/16/2013,1/22/2014,701004
408036,101057,210070,4385003,2486298,9/19/2013,10/18/2013,10/15/2013,701007
654006,101070,220445,4396009,2492543,6/14/2014,5/7/2014,7/17/2014,701010
328510,101034,230643,4399008,2494234,12/9/2013,12/22/2013,1/11/2014,701002
1476015,101031,230592,4404002,2497075,5/9/2013,3/16/2013,6/11/2013,701010
924031,101086,220468,4409009,2499916,8/7/2014,7/22/2014,9/6/2014,701010
643507,101085,230786,4418005,2505014,11/23/2014,11/14/2014,12/26/2014,701010
240005,101034,230616,4427001,2510115,11/24/2014,10/6/2014,12/20/2014,701005
153031,101031,230588,4457005,2527129,11/20/2013,12/26/2013,12/20/2013,701007
1054514,101082,220459,4467002,2532791,8/28/2013,9/27/2013,9/29/2013,701010
394516,101073,230715,4472004,2535630,10/15/2013,10/29/2013,11/14/2013,701002
174027,101069,230696,4480007,2540172,7/15/2014,8/29/2014,8/18/2014,701004
1422013,101191,210250,4483002,2541873,12/25/2013,1/4/2014,1/28/2014,701010
184539,101069,230689,4495009,2548669,7/19/2014,6/27/2014,8/14/2014,701005
294033,101102,210123,4508007,2556049,11/7/2012,1/6/2013,12/7/2012,701004
877508,101084,210103,4512009,2558306,11/7/2014,12/31/2014,12/5/2014,701010
1389008,101096,220510,4513004,2558872,10/25/2013,11/28/2013,11/27/2013,701010
631540,101132,210166,4514002,2559439,11/11/2014,10/10/2014,12/10/2014,701010
718503,101073,230708,4550002,2579860,2/10/2013,2/10/2013,3/14/2013,701010
1455005,101085,230772,4551002,2580419,3/18/2014,3/1/2014,4/21/2014,701010
853530,101090,230872,4556007,2583254,9/4/2013,9/13/2013,10/7/2013,701010
609037,101059,210073,4577008,2595165,11/10/2013,10/30/2013,12/5/2013,701010
1285522,101030,220330,4599004,2607634,11/20/2013,12/16/2013,12/24/2013,701010
496508,101069,230689,4602002,2609339,9/23/2013,11/1/2013,10/21/2013,701011
378040,101070,220434,4613007,2615583,6/7/2013,6/17/2013,7/2/2013,701011
892502,101090,230846,4629009,2624653,10/24/2014,10/8/2014,11/24/2014,701010
1435538,101169,210220,4674005,2650165,12/31/2014,12/7/2014,12/31/2014,701010
1246530,101007,210008,4695001,2662078,3/15/2014,4/29/2014,4/18/2014,701010
1026011,101069,230687,4730008,2681918,8/25/2013,10/19/2013,9/26/2013,701010
1068030,101090,230833,4734007,2684188,12/4/2013,10/27/2013,12/30/2013,701010
1248039,101144,210185,4736009,2685314,7/20/2014,9/11/2014,8/17/2014,701010
238528,101033,220347,4744005,2689852,4/13/2014,3/26/2014,5/15/2014,701006
928530,101159,210204,4751007,2693826,5/25/2014,7/8/2014,6/27/2014,701010
435010,101074,210089,4789010,2715365,10/31/2014,10/3/2014,12/1/2014,701007
274538,101069,230648,4791009,2716506,6/17/2013,7/21/2013,7/20/2013,701010
807019,101031,230548,4793005,2717641,5/5/2014,6/30/2014,6/3/2014,701010
700533,101073,230729,4804007,2723871,7/4/2013,7/30/2013,8/4/2013,701010
159011,101130,210163,4812009,2728414,4/8/2014,3/11/2014,5/4/2014,701001
1158001,101073,230756,4816004,2730676,10/27/2014,12/15/2014,11/28/2014,701010
186033,101098,220527,4819008,2732380,9/11/2014,9/19/2014,10/15/2014,701001
111040,101198,210259,4823004,2734653,7/26/2013,9/22/2013,8/22/2013,701003
622517,101073,230744,4830003,2738622,4/27/2014,3/12/2014,5/23/2014,701010
1140022,101085,230803,4832002,2739750,8/25/2014,7/6/2014,9/26/2014,701010
115506,101051,210062,4840008,2744285,5/29/2014,6/21/2014,7/1/2014,701011
1411506,101096,220507,4841008,2744851,11/11/2013,11/6/2013,12/13/2013,701010
681028,101133,210167,4876001,2764700,3/19/2013,4/5/2013,4/18/2013,701010
1405524,101011,210015,4877008,2765265,5/16/2013,6/26/2013,6/16/2013,701010
1363525,101072,210088,4878006,2765836,5/18/2014,4/3/2014,6/13/2014,701010
1324506,101090,230831,4901003,2778872,1/3/2014,1/5/2014,2/5/2014,701010
172539,101096,220519,4909006,2783406,4/30/2014,3/19/2014,5/29/2014,701007
1203023,101082,220453,4947009,2804950,5/28/2014,7/4/2014,6/28/2014,701010
1404011,101035,220367,4959003,2811765,8/3/2013,8/1/2013,9/5/2013,701010
1344015,101111,210135,4965005,2815159,11/10/2013,10/15/2013,12/14/2013,701010
1029017,101197,210257,4983009,2825369,5/12/2014,7/11/2014,6/6/2014,701010
799538,101036,210043,4988010,2828200,4/27/2014,6/8/2014,5/27/2014,701010
964530,101091,210108,4994002,2831604,9/11/2013,7/20/2013,10/7/2013,701010
469540,101090,230842,4995003,2832178,1/29/2014,1/14/2014,2/27/2014,701006
994531,101190,210248,4998007,2833874,8/9/2014,9/6/2014,9/4/2014,701010
682537,101034,230612,5006008,2838404,1/20/2013,3/6/2013,2/18/2013,701010
156016,101086,220464,5011008,2841242,8/19/2014,7/16/2014,9/16/2014,701005
243002,101030,220332,5021009,2846915,5/31/2013,4/19/2013,7/4/2013,701004
3030,101050,210061,5026008,2849744,3/26/2014,3/26/2014,4/28/2014,701002
888021,101030,220318,5028009,2850883,8/10/2013,9/7/2013,9/13/2013,701010
1300506,101065,220418,5029004,2851456,5/29/2013,5/24/2013,6/25/2013,701010
135014,101075,210092,5030010,2852012,8/12/2014,9/22/2014,9/8/2014,701011
21002,101073,230751,5039003,2857122,6/18/2013,6/26/2013,7/22/2013,701005
519006,101090,230845,5055010,2866192,7/24/2013,7/27/2013,8/27/2013,701004
487531,101069,230697,5058001,2867895,3/30/2013,4/9/2013,4/29/2013,701008
1014022,101154,210197,5062007,2870163,2/4/2014,3/13/2014,3/2/2014,701010
462040,101004,220299,5107007,2895673,12/12/2013,10/15/2013,1/8/2014,701006
69021,101049,210059,5130006,2908717,8/20/2013,9/14/2013,9/20/2013,701007
763532,101152,210195,5145005,2917225,12/13/2013,10/24/2013,1/11/2014,701010
112522,101005,210004,5155002,2922888,8/17/2013,9/8/2013,9/17/2013,701004
420001,101090,230838,5173002,2933098,11/7/2013,10/29/2013,12/2/2013,701007
510009,101090,230872,5178006,2935930,6/1/2014,7/14/2014,6/29/2014,701009
126036,101169,210220,5209007,2953510,6/28/2014,8/27/2014,7/27/2014,701001
567023,101035,220357,5221005,2960318,10/3/2013,11/5/2013,10/29/2013,701011
177010,101069,230655,5222001,2960886,3/26/2013,2/28/2013,4/24/2013,701011
1293005,101030,220319,5234005,2967691,11/14/2014,10/4/2014,12/11/2014,701010
612016,101013,210018,5242001,2972219,10/24/2014,10/27/2014,11/24/2014,701001
1260015,101090,230855,5244007,2973361,4/26/2013,4/18/2013,5/27/2013,701010
1456515,101065,220422,5246010,2974490,7/29/2013,9/27/2013,8/28/2013,701010
952531,101070,220442,5264003,2984699,2/20/2014,12/30/2013,3/25/2014,701010
307504,101085,230789,5269005,2987525,6/2/2013,7/21/2013,6/28/2013,701009
345009,101034,230600,5283007,2995468,4/28/2013,6/25/2013,5/23/2013,701008
685524,101033,220340,5286007,2997166,4/7/2014,2/19/2014,5/10/2014,701010
507037,101031,230584,5303001,3006806,4/22/2014,5/27/2014,5/25/2014,701003
415520,101031,230560,5321001,3017013,6/12/2014,5/6/2014,7/10/2014,701002
316537,101085,230779,5325009,3019276,8/30/2013,9/4/2013,10/1/2013,701009
1006537,101082,220461,5340007,3027782,2/7/2014,3/28/2014,3/9/2014,701010
739537,101096,220512,5362003,3040260,7/2/2013,8/20/2013,8/2/2013,701010
1093537,101133,210168,5384003,3052731,6/23/2014,7/13/2014,7/22/2014,701010
456037,101038,220380,5386006,3053866,9/21/2014,11/15/2014,10/25/2014,701005
523530,101034,230633,5405001,3064646,5/29/2014,6/27/2014,7/1/2014,701008
141028,101073,230746,5421001,3073716,10/20/2013,11/10/2013,11/23/2013,701011
1119030,101034,230596,5432009,3079950,3/15/2014,2/28/2014,4/15/2014,701010
414005,101085,230777,5435010,3081648,4/8/2013,4/1/2013,5/9/2013,701004
1306501,101073,230724,5457004,3094122,12/11/2013,1/3/2014,1/12/2014,701010
417003,101168,210218,5468005,3100364,6/9/2014,4/24/2014,7/6/2014,701010
64521,101090,230817,5475002,3104334,2/25/2014,1/19/2014,3/22/2014,701004
598516,101082,220451,5476006,3104899,4/30/2013,6/26/2013,6/3/2013,701002
304524,101161,210207,5486009,3110569,10/29/2014,12/28/2014,11/25/2014,701011
388501,101086,220480,5488009,3111700,12/24/2013,11/27/2013,1/21/2014,701005
501005,101069,230651,5501006,3119078,11/21/2014,11/22/2014,12/20/2014,701004
1338033,101069,230701,5505007,3121345,3/19/2014,4/30/2014,4/18/2014,701010
43531,101062,210078,5511010,3124742,1/7/2014,12/24/2013,2/7/2014,701006
1305040,101164,210213,5529006,3134952,9/20/2014,9/15/2014,10/20/2014,701010
957029,101093,220495,5537010,3139487,7/22/2013,7/19/2013,8/16/2013,701010
919539,101099,210117,5541008,3141752,12/31/2014,12/31/2014,12/31/2014,701010
720025,101104,210126,5576009,3161601,12/31/2014,12/30/2014,12/31/2014,701010
672024,101011,210015,5579002,3163295,5/19/2013,6/25/2013,6/13/2013,701010
457540,101030,220333,5583005,3165566,12/31/2014,12/31/2014,12/31/2014,701003
351025,101065,220417,5596010,3172939,4/30/2013,5/21/2013,6/1/2013,701006
1047030,101090,230873,5599009,3174640,9/17/2014,9/18/2014,10/19/2014,701010
808512,101090,230837,5605005,3178044,8/7/2013,8/19/2013,9/10/2013,701010
489022,101012,210016,5642008,3199017,10/6/2014,10/28/2014,11/7/2014,701005
1267536,101031,230583,5662004,3210359,12/18/2013,12/18/2013,1/14/2014,701010
273005,101093,220489,5668009,3213758,4/4/2013,2/17/2013,5/5/2013,701008
876028,101073,230711,5672010,3216029,10/10/2014,9/23/2014,11/7/2014,701010
480001,101090,230834,5673009,3216600,10/26/2014,11/7/2014,11/20/2014,701010
130519,101034,230643,5691004,3226807,1/24/2014,1/30/2014,2/20/2014,701010
849019,101066,210082,5694009,3228499,5/27/2014,4/4/2014,6/22/2014,701010
1114512,101172,210223,5710001,3237574,3/11/2013,5/5/2013,4/11/2013,701010
1045513,101082,220452,5721004,3243811,8/25/2014,7/31/2014,9/20/2014,701010
870039,101033,220335,5725004,3246077,4/3/2013,4/27/2013,5/6/2013,701010
327007,101107,210129,5738005,3253455,9/10/2014,8/12/2014,10/9/2014,701008
940518,101072,210088,5739004,3254025,2/26/2013,4/14/2013,3/23/2013,701010
673530,101086,220473,5742001,3255725,1/23/2014,12/22/2013,2/25/2014,701010
1438508,101067,210084,5747002,3258555,9/2/2014,10/22/2014,10/2/2014,701010
282009,101128,210160,5749004,3259693,7/21/2013,5/30/2013,8/18/2013,701001
895525,101147,210188,5750010,3260255,4/26/2014,3/3/2014,5/23/2014,701010
145522,101004,220283,5753010,3261955,10/15/2013,10/2/2013,11/9/2013,701009
988532,101093,220491,5755008,3263092,2/20/2013,4/21/2013,3/17/2013,701010
109530,101030,220324,5758004,3264788,9/17/2014,8/11/2014,10/18/2014,701004
706528,101021,210030,5763009,3267627,11/18/2014,10/17/2014,12/16/2014,701010
117029,101068,210086,5775008,3274431,12/5/2014,10/21/2014,12/31/2014,701005
619514,101142,210182,5784002,3279529,11/21/2013,12/13/2013,12/17/2013,701010
10530,101090,230820,5785010,3280096,5/14/2014,6/30/2014,6/11/2014,701002
1063517,101068,210086,5803006,3290314,3/17/2014,3/26/2014,4/12/2014,701010
505517,101073,230712,5806003,3292003,6/11/2013,5/28/2013,7/12/2013,701009
1347017,101046,210055,5811001,3294843,9/6/2013,10/15/2013,10/3/2013,701010
1207519,101069,230659,5830009,3305623,12/4/2014,11/20/2014,12/29/2014,701010
678039,101200,210264,5856005,3320363,4/22/2014,3/30/2014,5/17/2014,701010
1186510,101074,210089,5860008,3322633,4/20/2014,5/15/2014,5/22/2014,701010
801017,101141,210181,5863005,3324330,12/29/2012,2/5/2013,1/26/2013,701010
814510,101198,210260,5870003,3328293,6/6/2013,7/14/2013,7/5/2013,701010
561027,101085,230803,5872004,3329430,3/11/2014,4/9/2014,4/7/2014,701010
705036,101031,230549,5878009,3332836,5/27/2014,7/8/2014,6/29/2014,701010
1152009,101067,210085,5880002,3333967,12/7/2014,12/4/2014,12/31/2014,701010
934528,101135,210171,5898004,3344178,6/8/2014,4/15/2014,7/9/2014,701010
343524,101085,230761,5899010,3344745,7/4/2014,5/18/2014,8/2/2014,701010
1290027,101169,210219,5914001,3353242,10/26/2014,10/5/2014,11/28/2014,701010
909012,101090,230861,5931007,3362883,11/24/2014,10/23/2014,12/19/2014,701010
84004,101035,220366,5932010,3363447,9/23/2014,11/18/2014,10/24/2014,701005
982523,101034,230598,5933002,3364018,8/10/2013,7/14/2013,9/8/2013,701010
1149015,101161,210207,5942004,3369119,3/21/2014,4/29/2014,4/23/2014,701010
1156518,101126,210156,5960010,3379323,5/11/2014,4/11/2014,6/8/2014,701010
1348504,101004,220296,5963008,3381026,3/11/2013,4/24/2013,4/5/2013,701010
595507,101093,220500,5974010,3387265,8/6/2013,8/8/2013,8/31/2013,701002
529514,101164,210212,5981008,3391230,12/16/2013,12/10/2013,1/19/2014,701001
393027,101004,220298,5982006,3391800,2/27/2013,3/26/2013,3/27/2013,701008
840036,101034,230598,5983010,3392365,2/1/2014,3/5/2014,3/3/2014,701010
528013,101034,230617,5995010,3399172,2/18/2013,3/25/2013,3/22/2013,701008
30018,101034,230598,6011005,3408250,2/9/2014,1/31/2014,3/7/2014,701004
96035,101189,210247,6014007,3409947,4/25/2014,5/7/2014,5/25/2014,701008
517514,101013,210018,6021010,3413920,7/4/2014,7/6/2014,8/1/2014,701002
751522,101085,230788,6040004,3424692,9/14/2014,10/19/2014,10/13/2014,701010
774027,101138,210175,6042009,3425822,2/16/2014,3/25/2014,3/18/2014,701010
733504,101096,220511,6057010,3434323,3/2/2014,1/6/2014,4/2/2014,701010
826529,101034,230602,6061009,3436590,4/22/2013,6/9/2013,5/17/2013,701010
859528,101031,230569,6062006,3437157,12/20/2013,1/27/2014,1/20/2014,701010
1129517,101166,210215,6071009,3442261,6/13/2013,6/1/2013,7/14/2013,701010
1431025,101090,230874,6075004,3444532,8/15/2014,6/21/2014,9/13/2014,701010
1447538,101065,220425,6090001,3453032,12/25/2013,1/13/2014,1/28/2014,701010
958526,101155,210200,6091001,3453610,5/23/2013,7/2/2013,6/25/2013,701010
1372501,101090,230861,6092010,3454170,12/2/2014,10/14/2014,12/30/2014,701010
1452021,101093,220494,6121006,3470612,4/8/2013,4/27/2013,5/8/2013,701010
300039,101096,220514,6125003,3472883,6/8/2013,7/12/2013,7/8/2013,701003
225001,101086,220468,6143005,3483093,1/30/2014,3/16/2014,2/27/2014,701006
1446038,101034,230641,6145001,3484227,3/5/2013,3/13/2013,3/30/2013,701010
1072503,101034,230617,6162008,3493859,2/11/2014,2/19/2014,3/8/2014,701010
373515,101090,230839,6163006,3494427,9/2/2014,9/16/2014,10/1/2014,701007
1299015,101085,230797,6172009,3499537,2/21/2014,1/27/2014,3/19/2014,701010
1120518,101022,210032,6193001,3511434,12/11/2014,11/6/2014,12/31/2014,701010
828037,101085,230780,6202004,3516536,11/19/2014,10/4/2014,12/20/2014,701010
843023,101031,230584,6220004,3526748,12/7/2013,10/24/2013,1/7/2014,701010
1237536,101073,230711,6228010,3531277,12/31/2014,12/30/2014,12/31/2014,701010
931502,101015,210021,6232007,3533555,12/18/2014,12/9/2014,12/31/2014,701010
1453512,101154,210197,6255004,3546593,11/1/2013,12/20/2013,11/29/2013,701010
1003508,101090,230853,6258001,3548287,6/14/2013,7/23/2013,7/18/2013,701010
1426507,101085,230767,6289005,3565868,5/9/2014,4/2/2014,6/8/2014,701010
82504,101070,220429,6293010,3568137,6/23/2014,7/3/2014,7/18/2014,701009
1465526,101033,220343,6302008,3573236,6/24/2014,5/13/2014,7/19/2014,701010
262503,101138,210176,6310006,3577782,12/1/2014,11/23/2014,12/26/2014,701004
1471508,101161,210207,6316001,3581180,6/20/2013,7/26/2013,7/23/2013,701010
382512,101035,220359,6336009,3592519,4/17/2013,5/15/2013,5/13/2013,701005
1377008,101085,230807,6337008,3593090,7/19/2014,7/3/2014,8/21/2014,701010
352537,101044,220395,6341001,3595356,7/19/2014,7/26/2014,8/18/2014,701008
624038,101073,230727,6363009,3607834,3/15/2013,4/16/2013,4/9/2013,701010
1269018,101171,210222,6367009,3610096,4/22/2014,4/29/2014,5/20/2014,701010
687010,101031,230583,6408002,3633338,7/23/2013,9/15/2013,8/20/2013,701010
930021,101034,230622,6409009,3633914,6/8/2014,7/7/2014,7/8/2014,701010
1371005,101195,210255,6419009,3639585,6/11/2014,5/27/2014,7/13/2014,701010
573039,101154,210197,6453002,3658859,9/25/2013,11/15/2013,10/25/2013,701003
127518,101162,210209,6463002,3664528,12/16/2013,11/17/2013,1/14/2014,701011
241534,101093,220485,6464003,3665094,3/21/2014,2/4/2014,4/16/2014,701004
189009,101038,220388,6468009,3667369,10/31/2014,12/25/2014,11/26/2014,701010
532529,101065,220427,6490001,3679838,7/8/2013,9/6/2013,8/6/2013,701010
445502,101030,220332,6493004,3681536,6/7/2014,4/25/2014,7/9/2014,701010
309018,101100,210119,6512008,3692317,6/7/2013,6/7/2013,7/11/2013,701005
261040,101069,230702,6518005,3695713,1/29/2014,3/6/2014,3/1/2014,701009
900025,101033,220344,6527008,3700812,8/18/2013,8/17/2013,9/16/2013,701010
1059006,101065,220417,6528006,3701385,12/31/2014,11/11/2014,12/31/2014,701010
811512,101180,210233,6537003,3706482,2/13/2014,1/19/2014,3/15/2014,701010
190534,101196,210256,6554009,3716119,2/13/2013,2/7/2013,3/19/2013,701010
1441519,101092,210109,6577005,3729168,11/27/2014,10/22/2014,12/23/2014,701010
367526,101038,220379,6600003,3742210,7/15/2014,5/30/2014,8/15/2014,701005
735027,101034,230632,6613008,3749584,7/26/2014,7/11/2014,8/28/2014,701010
991508,101073,230709,6615006,3750706,4/16/2013,4/28/2013,5/14/2013,701010
433534,101127,210159,6620003,3753547,5/30/2013,4/6/2013,6/25/2013,701009
502502,101090,230842,6633004,3760918,7/16/2014,6/14/2014,8/14/2014,701005
868505,101185,210240,6649002,3769988,12/31/2014,12/24/2014,12/31/2014,701010
1365003,101086,220477,6672007,3783026,10/29/2013,12/1/2013,12/1/2013,701010
244539,101085,230808,6685006,3790400,11/20/2014,11/26/2014,12/24/2014,701006
465003,101085,230812,6715008,3807408,12/31/2014,11/17/2014,12/31/2014,701002
954009,101069,230701,6728002,3814786,3/7/2014,2/15/2014,4/10/2014,701010
